Participant,Block,Stimulus,Modality,Rank,Filename,Score
3,3,shepard,both,1,pitch_decrease_strong_220to110Hz.wav,-7.5
3,3,shepard,both,2,pitch_decrease_mild_220to156Hz.wav,-5.0
3,3,shepard,both,3,shepard_falling_haptic.wav,-2.5
3,3,shepard,both,4,pitch_constant_220to220Hz.wav,0.0
3,3,shepard,both,5,shepard_rising_haptic.wav,1.0
3,3,shepard,both,6,pitch_increase_mild_220to311Hz.wav,5.0
3,3,shepard,both,7,pitch_increase_strong_220to440Hz.wav,7.5
