Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,1,risset,audio,1,rissettrhythm reverse-2.0.mp3,-9.7
1,1,risset,audio,2,rissettrhythm reverse-1.5.mp3,-7.6
1,1,risset,audio,3,ramp_100to60BPM_8s_700Hz.mp3,-5.3
1,1,risset,audio,4,rissettrhythm reverse.mp3,-3.6
1,1,risset,audio,5,ramp_90to60BPM_8s_700Hz.mp3,-2.1
1,1,risset,audio,6,ramp_80to60BPM_8s_700Hz.mp3,-0.7
1,1,risset,audio,7,ramp_60to60BPM_8s_700Hz.mp3,0.0
1,1,risset,audio,8,ramp_60to80BPM_8s_700Hz.mp3,0.7
1,1,risset,audio,9,ramp_60to90BPM_8s_700Hz.mp3,1.6
1,1,risset,audio,10,rissettrhythm.mp3,2.7
1,1,risset,audio,11,ramp_60to100BPM_8s_700Hz.mp3,5.3
1,1,risset,audio,12,rissettrhythm-1.5.mp3,7.8
1,1,risset,audio,13,rissettrhythm-2.0.mp3,10.0
