Participant,Block,Stimulus,Modality,Rank,Filename,Score
1,3,risset,both,1,ramp_90to60BPM_8s_700Hz.mp3,-2.6
1,3,risset,both,2,ramp_90to70BPM_8s_700Hz.mp3,-1.6
1,3,risset,both,3,rissettrhythm reverse.mp3,0.0
1,3,risset,both,4,ramp_90to90BPM_8s_700Hz.mp3,0.0
1,3,risset,both,5,ramp_90to110BPM_8s_700Hz.mp3,1.0
1,3,risset,both,6,rissettrhythm.mp3,1.5
1,3,risset,both,7,ramp_90to120BPM_8s_700Hz.mp3,2.0
